,location,area_m2,restrooms,bedrooms,price_usd,total_rooms,price_per_sq
245,"Casa en Venta Andres Benavides
, Ciprés, Toluca De Lerdo",215,4,4,232500,8,1081.3953488372092
246,"Casa en Venta Av: Hidalgo
, La Merced  (alameda), Toluca De Lerdo",955,4,4,1050000,8,1099.476439790576
247,"Casa en Venta Camino A San Miguel Sn, Cacalomacán, Toluca, Estado De México
, Toluca De Lerdo",220,2,3,114500,5,520.4545454545455
248,"Casa en Venta Casa En Venta, Delegación San Mateo Otzacatipan, Toluca, Edo. De México
, San Mateo Otzacatipan, Toluca De Lerdo",99,1,3,75000,4,757.5757575757576
249,"Casa en Venta Marie Curie #303
, Toluca De Lerdo, México",245,5,3,192822.15,8,787.0291836734693
251,"Casa en Venta J. A. Torres 200a, Universidad, 50130 Toluca De Lerdo, Méx.
, Toluca De Lerdo, México",220,2,5,207500,7,943.1818181818181
252,"Casa en Venta Emiliano Zapata 3b, Rancho San Jorge, 50100 Toluca De Lerdo, Méx.
, San Mateo Oxtotitlán, Toluca De Lerdo",87,1,2,72500,3,833.3333333333334
253,"Casa en Venta Independencia #000
, Toluca De Lerdo, México",85,1,2,17761.25,3,208.9558823529412
254,"Casa en Venta Corralejo
, Independencia, Toluca De Lerdo",137,2,4,105000,6,766.4233576642335
255,"Casa en Venta Casa En Venta En Toluca Centro En Calle Cerrada
, La Merced  (alameda), Toluca De Lerdo",430,4,4,375000,8,872.0930232558139
256,"Casa en Venta Tomas Alba Edison
, CientÃ­ficos, Toluca De Lerdo",216,2,4,127500,6,590.2777777777778
257,"Casa en Venta Casa En Venta/renta En La Joya, Toluca
, Santa María Totoltepec, Toluca De Lerdo",172,2,3,100000,5,581.3953488372093
258,"Casa en Venta San Lucas #00
, Toluca De Lerdo, México",95,2,3,20840.6,5,219.37473684210525
259,"Casa en Venta Toluca De Lerdo, México",4000,9,7,10000000,16,2500
260,"Casa en Venta Calle Marie Curie #303
, Toluca De Lerdo, México",192,4,3,197000,7,1026.0416666666667
261,"Casa en Venta Andador Hacienda Comanjillas, Unidad Habitacional San Francisco Infonavit, San Frnacisco Metepec, Toluca, Estado De Mexico
, Toluca De Lerdo",80,1,2,31000,3,387.5
263,"Casa en Venta Carr Toluca Naucalpan #1702
, Toluca De Lerdo, México",126,2,3,44300,5,351.58730158730157
264,"Casa en Venta Prol. Ligeros
, Héroes Del 5 De Mayo, Toluca De Lerdo",252,2,3,99500,5,394.8412698412698
266,"Casa en Venta José Martí­ #1000, 100, CientÃ­ficos, Toluca De Lerdo",152,3,3,157500,6,1036.1842105263158
267,"Casa en Venta Privada Galeana #1
, Toluca De Lerdo, México",136,2,4,97500,6,716.9117647058823
271,"Casa en Venta Dr. Mariano C. Olivera #104 A, 0
, Toluca De Lerdo, México",350,3,3,257500,6,735.7142857142857
272,"Casa en Venta Casa En Venta Colonia Sanchez, Toluca
, Salvador SÃ¡nchez ColÃ­n, Toluca De Lerdo",310,2,6,155000,8,500
274,"Casa en Venta Casa En Venta Fracc. La Teja 2 Toluca Edo. De México
, Carlos Hank González, Toluca De Lerdo",120,1,3,82500,4,687.5
275,"Casa en Venta Vendo Casa Balcones De Santin, Uso De Suelo Mixto Toluca
, Toluca De Lerdo, México",325,3,3,155000,6,476.9230769230769
276,"Casa en Venta Independencia, Cacalomacan, 50265 Toluca De Lerdo, Méx.
, Toluca De Lerdo, México",96,2,3,115000,5,1197.9166666666667
277,"Casa en Venta Priv. De La Barranca 125-120
, Tlacopa, Toluca De Lerdo",152,2,3,100000,5,657.8947368421053
278,"Casa en Venta 1a. Privada De La Libertad 103, Barrio De La Merced, 50080 Toluca De Lerdo, Méx., México
, Toluca De Lerdo",190,2,3,125000,5,657.8947368421053
279,"Casa en Venta Jose Vicente Villada #101
, Santa Ana Tlapaltitlán, Toluca De Lerdo",245,5,3,39470,8,161.10204081632654
280,"Casa en Venta Barrio De Tlacopa, 50010 Toluca De Lerdo, Méx.
, Toluca De Lerdo, México",172,2,3,240000,5,1395.3488372093022
281,"Casa en Venta Toluca De Lerdo, México",95,1,2,32910.65,3,346.4278947368421
282,"Casa en Venta Lesse #1705
, Toluca De Lerdo, México",143,3,3,119000,6,832.1678321678322
283,"Casa en Venta Privada De Xicotencatl
, La Merced  (alameda), Toluca De Lerdo",800,3,4,375000,7,468.75
284,"Casa en Venta Hacienda San Agustín
, San Mateo Oxtotitlán, Toluca De Lerdo",170,2,3,77500,5,455.88235294117646
285,"Casa en Venta Marie Curie #303
, Toluca De Lerdo, México",192,2,3,194000,5,1010.4166666666666
286,"Casa en Venta Hacienda De Tlacatecpan #sn
, Los Sauces V, Toluca De Lerdo",62,1,3,52500,4,846.7741935483871
287,"Casa en Venta Parque Sierra Morelos
, San Mateo Oxtotitlán, Toluca De Lerdo",380,2,4,115000,6,302.63157894736844
288,"Casa en Venta Prol. 15 De Mayo, Estado De México
, Toluca De Lerdo",300,3,3,174500,6,581.6666666666666
289,"Casa en Venta Cerro Del Ãguila, Los Pirules
, De Tlanepantla, Toluca De Lerdo",305,4,5,190000,9,622.9508196721312
290,"Casa en Venta Residencial Colón #nd
, Toluca De Lerdo, México",620,3,3,465000,6,750
291,"Casa en Venta Felipe Villanueva #000
, Morelos 1a Sección, Toluca De Lerdo",100,2,3,93450,5,934.5
292,"Casa en Venta Toluca De Lerdo, México",113,1,3,77500,4,685.8407079646017
293,"Casa en Venta Toluca De Lerdo, México",177,3,3,157500,6,889.8305084745763
295,"Casa en Venta Toluca De Lerdo, México",217,4,6,149500,10,688.9400921658986
296,"Casa en Venta Cacalomacan #nd
, Toluca De Lerdo, México",240,3,3,110000,6,458.3333333333333
297,"Casa en Venta General Gumercindo Enriquez #125
, Valle Verde, Toluca De Lerdo",65,1,2,34296,3,527.6307692307693
298,"Casa en Venta Casa En Venta, Santa Ana La Crespa, Toluca
, Santa Ana Tlapaltitlán, Toluca De Lerdo",166,2,4,77500,6,466.86746987951807
299,"Casa en Venta Venta Casa Sn Pedro Totoltepec Frente A Bodega Aurrera
, Toluca De Lerdo, México",60,1,2,45750,3,762.5
300,"Casa en Venta Toluca De Lerdo, México",400,3,3,675000,6,1687.5
301,"Casa en Venta Toluca De Lerdo, México",1000,7,6,1250000,13,1250
302,"Casa en Venta Residencial Amazonas #sn
, Toluca De Lerdo, México",250,5,3,212500,8,850
303,"Casa en Venta Col. Morelos Ii Seccion Toluca Edo Mex
, Morelos 1a Sección, Toluca De Lerdo",492,3,3,625000,6,1270.3252032520325
304,"Casa en Venta Tlalnepantla
, De Tlanepantla, Toluca De Lerdo",215,3,5,135000,8,627.9069767441861
305,"Casa en Venta Casa Sola En Venta En Toluca
, Niños Héroes (penciones), Toluca De Lerdo",980,3,4,599500,7,611.7346939
307,"Casa en Venta Toluca De Lerdo, México",225,2,3,58196.5,5,258.6511111111111
308,"Casa en Venta Boulevard Miguel Aleman #2
, Toluca De Lerdo, México",113,3,2,69200,5,612.3893805309734
309,"Casa en Venta Toluca De Lerdo, México",151,3,3,210000,6,1390.728476821192
310,"Casa en Venta Miguel Mata #209
, Toluca De Lerdo, México",136,2,3,21780.15,5,160.1481617647059
311,"Casa en Venta Jose María Arteaga #112
, Toluca De Lerdo, México",294,3,3,112500,6,382.6530612244898
312,"Casa en Venta Priv. Chapultepec
, San Mateo Oxtotitlán, Toluca De Lerdo",190,2,4,67500,6,355.2631578947368
313,"Casa en Venta Casa En Venta En Toluca, Instituto Literario
, Toluca De Lerdo, México",600,4,4,475000,8,791.6666666666666
314,"Casa en Venta Casa En Venta, San Mateo Atenco, Toluca, Edo. De México
, Toluca De Lerdo",167,2,3,153400,5,918.5628743
315,"Casa en Venta Ricardo Flores Magón, San Mateo Otzacatipan, Toluca De Lerdo",215,3,3,157500,6,732.5581395348837
316,"Casa en Venta 2 Privada De Arenas #5 Col.jardines De San Pedro, San Felipe Tlalmimilolpan, 50250 Toluca De Lerdo, Méx., México
, Toluca De Lerdo",800,3,4,750000,7,937.5
318,"Casa en Venta Constituyentes #1136
, Toluca De Lerdo, México",200,4,4,235500,8,1177.5
319,"Casa en Venta Casa En Venta En San Buenaventura, Toluca
, Toluca De Lerdo, México",190,3,3,119000,6,626.3157894736842
320,"Casa en Venta Paseo Toscana #1702
, Toluca De Lerdo, México",165,3,3,112500,6,681.8181818181819
321,"Casa en Venta Adolfo Villa Gonzalez Maz.6 Lt.10 Fraccionamiento Los Héroes Lll Calle 2,
, Santa María Totoltepec, Toluca De Lerdo",97,2,4,55000,6,567.0103092783505
322,"Casa en Venta Paseo Cristobal Colon
, Toluca De Lerdo, México",220,2,3,75000,5,340.90909090909093
323,"Casa en Venta Juan Aldama 111 1b, Delegación Santa María Totoltepec, 50200 Toluca De Lerdo, Méx.
, Santa María Totoltepec, Toluca De Lerdo",120,1,3,130000,4,1083.3333333333333
324,"Casa en Venta C. Alberto Salinas 714, Moderna De La Cruz, 50180 Toluca De Lerdo, Méx.
, Toluca De Lerdo, México",250,2,4,150000,6,600
325,"Casa en Venta Amazonas
, Toluca De Lerdo, México",330,3,3,200000,6,606.0606061
326,"Casa en Venta Toluca De Lerdo, México",139,2,4,110000,6,791.3669064748201
327,"Casa en Venta Casa En Venta Toluca, Sauces Iv, Dentro De Privada
, Toluca De Lerdo, México",106,1,3,49000,4,462.2641509433962
328,"Casa en Venta Capultitlán Toluca Casa En Venta
, Toluca De Lerdo, México",700,4,4,350000,8,500
329,"Casa en Venta Capultitlán, Toluca De Lerdo",180,2,3,115000,5,638.8888888888889
330,"Casa en Venta Sierra Ventana #s/n
, Toluca De Lerdo, México",180,3,3,235000,6,1305.5555555555557
331,"Casa en Venta C. Maria Curie #303
, Toluca De Lerdo, México",240,4,3,230000,7,958.3333333333334
332,"Casa en Venta Ocho Cedros Toluca Mex
, Toluca De Lerdo, México",313,1,4,180000,5,575.0798722044728
333,"Casa en Venta Hacienda Del PeÃ±on
, Toluca De Lerdo, México",69,1,2,49500,3,717.3913043478261
334,"Casa en Venta Casa En Venta San Antonio Buenavista, Toluca
, Toluca De Lerdo, México",140,2,3,77500,5,553.5714285714286
335,"Casa en Venta Blvd. Miguel Alemán #1, Toluca De Lerdo, México",112,3,2,60000,5,535.7142857142857
336,"Casa en Venta Mariano Matamoros #2009
, Toluca De Lerdo, México",152,2,3,44750,5,294.4078947368421
337,"Casa en Venta Calle Marie Curie #303
, Toluca De Lerdo, México",192,4,3,197000,7,1026.0416666666667
338,"Casa en Venta Casa En Venta 2 Recamaras Sta Ana Tlapantitlan Toluca Auna Cuadra De Av Torres
, Santa Ana Tlapaltitlán, Toluca De Lerdo",98,1,2,45950,3,468.8775510204082
340,"Casa en Venta San Marcos #0
, Toluca De Lerdo, México",108,2,3,24426.85,5,226.17453703703703
341,"Casa en Venta San Mateo Oxtotitlán, Toluca De Lerdo",159,1,3,110000,4,691.8238993710692
342,"Casa en Venta Toluca De Lerdo, México",93,2,4,95000,6,1021.505376344086
344,"Casa en Venta Toluca De Lerdo, México",180,2,3,71294.9,5,396.0827777777777
345,"Casa en Venta Hacienda Del Valle #ii
, Toluca De Lerdo, México",110,2,3,19096.65,5,173.6059090909091
346,"Casa en Venta Arboleda #2
, Toluca De Lerdo, México",110,2,3,47363.3,5,430.5754545454546
347,"Casa en Venta Arboleda #2
, Toluca De Lerdo, México",110,2,3,47363.3,5,430.5754545454546
348,"Casa en Venta Arboleda #2
, Toluca De Lerdo, México",110,2,3,47363.3,5,430.5754545454546
349,"Casa en Venta Arboleda #2
, Toluca De Lerdo, México",110,2,3,47363.3,5,430.5754545454546
350,"Casa en Venta Arboledas #2
, Toluca De Lerdo, México",110,2,3,47363.3,5,430.5754545454546
351,"Casa en Venta Arboleda #2
, Toluca De Lerdo, México",110,2,3,47363.3,5,430.5754545454546
352,"Casa en Venta Arboleda #2
, Toluca De Lerdo, México",110,2,3,47361.65,5,430.56045454545455
353,"Casa en Venta Arboleda #2
, Toluca De Lerdo, México",110,2,3,47363.3,5,430.5754545454546
354,"Casa en Venta Arboledas #2
, Toluca De Lerdo, México",110,2,3,47363.3,5,430.5754545454546
355,"Casa en Venta Arboleda #2
, Toluca De Lerdo, México",110,2,3,47363.3,5,430.5754545454546
356,"Casa en Venta . #.
, Toluca De Lerdo, México",132,2,3,95000,5,719.6969696969697
357,"Casa en Venta Benito Juarez , Niños Héroes
, San Mateo Oxtotitlán, Toluca De Lerdo",126,1,2,72500,3,575.3968253968254
358,"Casa en Venta Centro, Toluca De Lerdo",380,4,6,675000,10,1776.3157894736842
359,"Casa en Venta Cacalomacan Edo Mex
, Cacalomacan, Toluca De Lerdo",600,3,4,350000,7,583.3333333333334
362,"Casa en Venta Dioses Del Olimpo #234
, Toluca De Lerdo, México",72,2,2,62500,4,868.0555555555555
363,"Casa en Venta Calle Leonardo Da Vinci
, Santa Ana Tlapaltitlán, Toluca De Lerdo",225,1,3,62500,4,277.77777777777777
364,"Casa en Venta Galileo Galilei #00
, Toluca De Lerdo, México",200,2,3,96500,5,482.5
365,"Casa en Venta Frijol, Colonia San Mateo Oxtotitlán, Toluca, Edomex.
, San Mateo Oxtotitlán, Toluca De Lerdo",130,2,3,48750,5,375
366,"Casa en Venta Casa Nueva En Venta En Residencial Crespa Town, Toluca.
, De La Crespa, Toluca De Lerdo",121,2,3,138971.8,5,1148.5272727272727
367,"Casa en Venta Electricistas Locales, Toluca De Lerdo",120,2,3,87500,5,729.1666666666666
368,"Casa en Venta Casa En Fraccionamiento Privado El Cual Cuenta Con Primaria Y Jardin De Niños . A 5 Minutos De La Federacion Mexicana De Futbol Y A 10 Minutos Del Aeropuerto De Toluca.
, San Mateo Otzacatipan, Toluca De Lerdo",84,1,3,67500,4,803.5714285714286
369,"Casa en Venta Capultitlán, Toluca De Lerdo",295,2,4,150000,6,508.47457627118644
370,"Casa en Venta Gran Reforma 305
, Toluca De Lerdo, México",200,4,3,210750,7,1053.75
371,"Casa en Venta Azteca, Toluca De Lerdo",197,2,3,100000,5,507.61421319796955
372,"Casa en Venta Casa En Venta En Campo Real Ii
, San Pedro Totoltepec, Toluca De Lerdo",170,2,3,135000,5,794.1176470588235
373,"Casa en Venta Camino A San Miguel
, Toluca De Lerdo, México",220,2,4,109500,6,497.72727272727275
374,"Casa en Venta Jaime Almazán Delgado 190-212, Delegación San Buenaventura, 50110 Toluca De Lerdo, Méx., Toluca De Lerdo, México",180,2,3,115000,5,638.8888888888889
375,"Casa en Venta Magnifica Casa En Venta Terrazas La Mora, Toluca
, Rancho La Mora, Toluca De Lerdo",230,2,3,95000,5,413.04347826086956
376,"Casa en Venta Cto De La Laguna #n, Casa B,consvjcbcef14
, Toluca De Lerdo, México",92,2,2,51000,4,554.3478260869565
377,"Casa en Venta Fuentes De San Jose #nd
, Toluca De Lerdo, México",152,3,3,147500,6,970.3947368421053
378,"Casa en Venta Vicente Lombardo Toledano #11, 0
, Toluca De Lerdo, México",90,2,3,36300,5,403.3333333333333
380,"Casa en Venta Toluca De Lerdo, México",300,3,4,125000,7,416.6666666666667
381,"Casa en Venta Carmen Serdán #sn, Toluca De Lerdo, México",295,4,2,650000,6,2203.3898305084745
382,"Casa en Venta San Mateo Oxtotitlán, Toluca De Lerdo",182,3,3,115000,6,631.8681318681319
383,"Casa en Venta De Los Corredores
, Toluca De Lerdo, México",600,3,3,450000,6,750
384,"Casa en Venta San Marcos #0
, Toluca De Lerdo, México",220,3,3,27788.7,6,126.31227272727273
385,"Casa en Venta Prolongación Ramón Corona, Toluca De Lerdo, México",190,2,3,197500,5,1039.4736842105262
386,"Casa en Venta Toluca De Lerdo, México",256,2,3,197500,5,771.484375
387,"Casa en Venta Residencial San Jorge #sn
, Toluca De Lerdo, México",284,3,3,175000,6,616.1971830985915
388,"Casa en Venta Toluca De Lerdo, México",150,3,4,80000,7,533.3333333333334
390,"Casa en Venta Calle Prolongación Paseo Totoltepec 32, Delegación Santa María Totoltepec, Toluc #**
, Toluca De Lerdo, México",172,3,3,100000,6,581.3953488372093
391,"Casa en Venta Toluca De Lerdo, México",300,2,4,300000,6,1000
392,"Casa en Venta Toluca De Lerdo, México",1150,5,4,375000,9,326.0869565217391
393,"Casa en Venta Toluca De Lerdo, México",180,1,3,67500,4,375
394,"Casa en Venta Av Nuevo Mexico #137
, Toluca De Lerdo",131,3,3,77500,6,591.6030534351145
396,"Casa en Venta Villas De Santa Monica
, Toluca De Lerdo, México",99,2,2,55000,4,555.5555555555555
397,"Casa en Venta Nueva Oxtotitlán #nd
, Toluca De Lerdo, México",414,2,4,120000,6,289.8550724637681
398,"Casa en Venta San Marcos #0
, Toluca De Lerdo, México",180,3,3,28231.65,6,156.8425
399,"Casa en Venta Adolfo Lopez Mateos #146
, Toluca De Lerdo, México",120,2,3,61966.1,5,516.3841666666666
400,"Casa en Venta Adolfo Lopez Mateos #146
, Toluca De Lerdo, México",160,2,3,56150,5,350.9375
401,"Casa en Venta Toluca De Lerdo, México",100,2,3,69000,5,690
402,"Casa en Venta Cacalomacan, Toluca De Lerdo",700,5,5,600000,10,857.1428571428571
403,"Casa en Venta 21 De Marzo
, Toluca De Lerdo, México",980,5,6,514500,11,525
404,"Casa en Venta Toluca De Lerdo, México",247,3,3,225000,6,910.9311740890688
405,"Casa en Venta Toluca De Lerdo, México",72,1,2,29950,3,415.97222222222223
406,"Casa en Venta Toluca De Lerdo, México",72,1,2,29950,3,415.97222222222223
407,"Casa en Venta Silverio Perez #0
, Toluca De Lerdo, México",107,2,3,32910.6,5,307.5757009345794
408,"Casa en Venta Casa En Venta 3 Recamaras Residencial Crespa Town Zafiro Toluca
, Toluca De Lerdo, México",127,2,3,144413.1,5,1137.1110236220472
409,"Casa en Venta Av. Idependencia #143
, Toluca De Lerdo, México",120,2,3,19100,5,159.16666666666666
410,"Casa en Venta Prolongación Independencia
, Toluca De Lerdo, México",128,3,5,63950,8,499.609375
411,"Casa en Venta Toluca De Lerdo, México",72,1,2,28950,3,402.0833333333333
412,"Casa en Venta Casa En Venta En Cacalomacán
, Cacalomacan, Toluca De Lerdo",290,3,3,162500,6,560.3448275862069
416,"Casa en Venta Carr Toluca Naucalpan #1702
, Toluca De Lerdo, México",135,3,3,62000,6,459.25925925925924
417,"Casa en Venta Toluca De Lerdo, México",106,2,3,90000,5,849.0566037735849
418,"Casa en Venta Calle Prol. Ignacio Lopez Rayon
, Toluca De Lerdo, México",85,1,3,62500,4,735.2941176470588
419,"Casa en Venta Emiliano Zapata
, Toluca De Lerdo, México",300,3,4,125000,7,416.6666666666667
420,"Casa en Venta Prolongación Ramón Corona
, Toluca De Lerdo, México",160,2,3,175000,5,1093.75
421,"Casa en Venta Remate Bancario, Casa, San Lucas, Villa Santin, Toluca, Estado De Mexico
, Toluca De Lerdo",65,1,2,35524.6,3,546.5323076923077
422,"Casa en Venta Remate Bancario, Casa, Silverio Perez, Paseos Santin, Toluca, Estado De Mexico
, Toluca De Lerdo",90,1,2,27105.65,3,301.1738888888889
423,"Casa en Venta Remate Bancario, Casa, San Andres Apostol, Villa Santin, Toluca, Estado De Mexico
, Toluca De Lerdo",60,1,2,35524.6,3,592.0766666666666
424,"Casa en Venta Casa Nueva En Venta En Crespa Town
, De La Crespa, Toluca De Lerdo",121,2,3,139421.05,5,1152.240082644628
425,"Casa en Venta . #.
, Toluca De Lerdo, México",216,3,3,117500,6,543.9814814814815
426,"Casa en Venta De Tlanepantla, Toluca De Lerdo",185,2,3,192500,5,1040.5405405405406
427,"Casa en Venta Prolongación Ramón Corona
, Toluca De Lerdo, México",152,2,3,147500,5,970.3947368421053
428,"Casa en Venta Leona Vicario #000
, Toluca De Lerdo, México",148,2,3,88600,5,598.6486486486486
429,"Casa en Venta San Jorge #310
, Toluca De Lerdo, México",40,1,2,21469.4,3,536.735
430,"Casa en Venta Hacienda Las Carretas #48
, Toluca De Lerdo, México",120,2,3,19096.65,5,159.13875000000002
431,"Casa en Venta Paseo Cristobal Colon & Luis Donaldo Colosio #511
, Toluca De Lerdo, México",226,3,3,114050,6,504.6460177
432,"Casa en Venta Hacienda Las Carretas #48
, Toluca De Lerdo, México",120,2,3,19096.65,5,159.13875000000002
433,"Casa en Venta Circuito San José Rinconada De La Casa Grande #00
, Toluca De Lerdo, México",250,2,3,119500,5,478
434,"Casa en Venta Paseo Matlatzincas Y Nicolas Bravo Toluca Mex
, Toluca De Lerdo, México",703,4,5,900000,9,1280.2275960170698
435,"Casa en Venta Hacienda Zumpango #lt23 Mz17
, Toluca De Lerdo, México",90,2,3,52220,5,580.2222222222222
436,"Casa en Venta San Felipe Tlalmimilolpan
, Toluca De Lerdo, México",135,2,3,85000,5,629.6296296296297
437,"Casa en Venta Juan Escutia 105, San Felipe Tlalmimilolpan, 50250 San Felipe Tlalmimilolpan, Méx., México
, Toluca De Lerdo",350,2,4,150000,6,428.57142857142856
438,"Casa en Venta Granjas, Toluca De Lerdo",342,3,9,210000,12,614.0350877192982
439,"Casa en Venta Patrón #sn, Toluca De Lerdo, México",232,4,3,215000,7,926.7241379310345
440,"Casa en Venta San Mateo Otzacatipan #nd
, Toluca De Lerdo, México",628,3,3,159500,6,253.98089171974522
443,"Casa en Venta Frijol #201
, Toluca De Lerdo, México",124,2,3,61527.55,5,496.1899193548387
444,"Casa en Venta Rinconada Del Pajar #sn
, Toluca De Lerdo, México",238,4,3,210000,7,882.3529411764706
446,"Casa en Venta Avenida Miguel Hidalgo Oriente 1001, Barrio De San Bernardino, Toluca De Lerdo, #**
, Toluca De Lerdo, México",287,3,4,187500,7,653.3101045296168
447,"Casa en Venta San Mateo Oxtotitlán, Toluca De Lerdo",120,2,3,85000,5,708.3333333333334
448,"Casa en Venta Casa En Venta 3 Recamaras Residencial Crespa Town Coral Toluca
, Toluca De Lerdo, México",121,2,3,139421.1,5,1152.2404958677687
449,"Casa en Venta Casa En Privada Fracc Rancho Independencia En Toluca
, Santa María Totoltepec, Toluca De Lerdo",144,1,3,100000,4,694.4444444444445
450,"Casa en Venta Bosques De Colón #nd
, Toluca De Lerdo, México",200,3,3,99500,6,497.5
451,"Casa en Venta Casa En Venta 3 Recamaras, La Toscana, San Lorenzo Tepaltitlan, Toluca
, Toluca De Lerdo, México",150,3,3,115000,6,766.6666666666666
452,"Casa en Venta Miguel Mata #209
, Toluca De Lerdo, México",150,2,3,21780.15,5,145.20100000000002
454,"Casa en Venta Fraccionamiento Los Pirules, Tlalnepantla
, De Tlanepantla, Toluca De Lerdo",159,2,3,149750,5,941.8238993710692
455,"Casa en Venta Toluca De Lerdo, México",183,3,3,105000,6,573.7704918032787
456,"Casa en Venta Venustiano Carranza, San Juan Tilapa, 50290 San Juan Tilapa, Méx., México
, Toluca De Lerdo",300,3,2,110000,5,366.6666666666667
457,"Casa en Venta Toluca De Lerdo, México",133,3,3,132700,6,997.7443609022556
459,"Casa en Venta Casa En Venta 4 Recamaras Ex Hacienda San Jose Toluca Cerca De Aeropuerto
, Toluca De Lerdo, México",446,4,4,325000,8,728.6995515695068
461,"Casa en Venta Adolfo Lopez Mateos #146
, Toluca De Lerdo, México",160,3,3,45205.5,6,282.534375
462,"Casa en Venta Toluca De Lerdo, México",878,4,4,600000,8,683.3712984
463,"Casa en Venta Prof. Santiago Velazco #000
, Toluca De Lerdo, México",120,2,3,12341.25,5,102.84375
464,"Casa en Venta Silverio Perez #131
, Toluca De Lerdo, México",90,2,3,32911.05,5,365.67833333333334
465,"Casa en Venta San Mateo
, Toluca De Lerdo, México",262,2,2,117500,4,448.4732824427481
466,"Casa en Venta Fuentes De San José #sn
, Toluca De Lerdo, México",160,3,3,120000,6,750
468,"Casa en Venta Silverio Perez #131
, Toluca De Lerdo, México",90,2,3,32910.6,5,365.6733333333333
469,"Casa en Venta San Jose Obrero #230
, Toluca De Lerdo, México",30,2,2,26150.75,4,871.6916666666667
470,"Casa en Venta Tierra Y Libertad #114
, Toluca De Lerdo, México",120,2,3,49553.05,5,412.94208333333336
471,"Casa en Venta Emiliano Zapata #0, 1
, Toluca De Lerdo, México",200,3,3,130000,6,650
472,"Casa en Venta Toluca De Lerdo, México",50,2,2,26151,4,523.02
473,"Casa en Venta Vicente Lombardo Tolentino
, Toluca De Lerdo, México",123,2,3,95000,5,772.3577235772358
474,"Casa en Venta Toluca De Lerdo, México",321,2,3,247500,5,771.0280373831775
475,"Casa en Venta San Carlos Borromeo #324
, Toluca De Lerdo, México",230,2,3,17230.05,5,74.91326086956522
476,"Casa en Venta Rebeca #0
, Toluca De Lerdo, México",120,2,3,127660.75,5,1063.8395833333334
477,"Casa en Venta Paseo Santa Rosa #00
, Toluca De Lerdo, México",102,3,3,74000,6,725.4901960784314
478,"Casa en Venta Ex Hacienda De Tlalpan #sn
, Toluca De Lerdo, México",185,2,3,115000,5,621.6216216216217
479,"Casa en Venta Casa En Venta Cacalomacan
, Cacalomacan, Toluca De Lerdo",450,4,4,325000,8,722.2222222222222
480,"Casa en Venta Miguel Mata #209
, Toluca De Lerdo, México",140,2,3,21780.15,5,155.57250000000002
481,"Casa en Venta Martha #s/n
, Toluca De Lerdo, México",140,2,3,140000,5,1000
482,"Casa en Venta Av.hidalgo Pte
, San Bernardino, Toluca De Lerdo",300,2,4,262900,6,876.3333333333334
483,"Casa en Venta Ocho Cedros, Toluca De Lerdo",630,3,3,329500,6,523.015873
484,"Casa en Venta Toluca De Lerdo, México",216,3,4,127500,7,590.2777777777778
485,"Casa en Venta San Lorenzo Tepaltitlán Centro, Toluca De Lerdo",375,5,4,260000,9,693.3333333333334
486,"Casa en Venta P.Âº De La Herradura 17, Cacalomacan, 50250 Cacalomacán, Méx.
, Toluca De Lerdo, México",250,2,3,132500,5,530
487,"Casa en Venta Av. Arboledas
, San Mateo Otzacatipan, Toluca De Lerdo",112,2,3,82500,5,736.6071428571429
488,"Casa en Venta Lorenzo Garza #113
, Toluca De Lerdo, México",72,2,2,46000,4,638.8888888888889
489,"Casa en Venta La Merced  (alameda), Toluca De Lerdo",955,4,4,1050000,8,1099.476439790576
490,"Casa en Venta Miguel Mata #209
, Toluca De Lerdo, México",105,1,3,88650,4,844.2857142857143
491,"Casa en Venta Av. Vicente Lombardo Toledano #112
, Toluca De Lerdo, México",141,2,3,80000,5,567.3758865248227
492,"Casa en Venta Tierra Y Libertad #114
, Toluca De Lerdo, México",180,3,3,50803.05,6,282.2391666666667
493,"Casa en Venta 16 De Septiembre #1000
, Toluca De Lerdo, México",169,2,4,115000,6,680.4733727810651
494,"Casa en Venta Casa En Venta Los Sauces V, Toluca
, Toluca De Lerdo, México",66,1,3,55000,4,833.3333333333334
495,"Casa en Venta Avenida Ãrboleda #100
, Toluca De Lerdo, México",113,2,3,65000,5,575.2212389380531
496,"Casa en Venta Toluca De Lerdo, México",160,3,3,71060,6,444.125
497,"Casa en Venta Francisco Villa #58
, Toluca De Lerdo, México",157,2,3,135000,5,859.8726114649681
498,"Casa en Venta Atlacomulco
, Toluca De Lerdo, México",315,2,3,195000,5,619.047619
499,"Casa en Venta Casa Nueva En Venta 3 Recamaras Residencial Crespa Towm Agata Toluca
, Toluca De Lerdo, México",121,2,2,138971.85,4,1148.5276859504133
500,"Casa en Venta Frijol #201
, Toluca De Lerdo, México",130,3,3,56000,6,430.7692307692308
501,"Casa en Venta Carretera Toluca-naucalpan #1702
, Toluca De Lerdo, México",133,3,3,67500,6,507.5187969924812
502,"Casa en Venta Toluca De Lerdo, México",90,2,3,32910.75,5,365.675
503,"Casa en Venta Carretera Toluca Naucalpan
, Toluca De Lerdo, México",130,2,3,110000,5,846.1538461538462
504,"Casa en Venta Fancisco I. Madero
, Toluca De Lerdo, México",240,2,4,37500,6,156.25
505,"Casa en Venta Toluca De Lerdo, México",210,3,3,55005.7,6,261.9319047619048
